order-id,customer-name,customer-email,order-date,product-category,price,quantity,total-value,status,city
5fe72189-97d6-450e-91db-cecb9b82f289,Nancy Harding,andreajoseph@example.org,2025-05-14,Clothing,205.66,1,205.66,On-way,South Veronicafurt
c739bf5e-1ca3-4b4a-aa4e-1cfdc10a8886,Jessica Farmer,gabriellamcbride@example.net,2025-03-12,Clothing,201.75,4,807.0,Cancelled,Williamschester
63766b5a-de52-44e7-bc41-a9c5a7aa6b11,Jennifer Bishop,john78@example.net,2025-09-03,Decorative,660.43,4,2641.72,Delivered,Tracyview
040a3d09-01aa-4358-a1a8-139378a4e5cb,Kimberly Jones,martinlisa@example.net,2025-07-28,Grocery,20.07,5,100.35,Returned,Rebeccamouth
35e0754a-f459-4b9c-a970-5b91f407e5a7,Danielle Smith,michaelmarshall@example.org,2026-01-15,Decorative,258.15,4,1032.6,Returned,Martinton
8c98db30-9153-46df-aba2-19846438a821,Tiffany Murphy,hhill@example.com,2025-11-09,Grocery,59.86,5,299.3,On-way,Susanfort
cba92599-5d28-4345-9b6a-0fa4f3c5170c,Charles Holland,martincynthia@example.net,2025-09-30,Clothing,186.64,4,746.56,Delivered,Webbport
ec434a73-1561-4b72-a493-1e79a455bba4,David Stephens,debraho@example.net,2025-04-08,Clothing,207.52,2,415.04,Delivered,West Matthew
ee3d0c14-6d80-49f2-a6a5-ae5f9ee43ef9,Jerry Cruz,jmorgan@example.com,2025-11-24,Decorative,174.86,5,874.3000000000001,On-way,Robertfurt
5d8087a5-a736-46a8-9cab-639f28879cf2,Susan Shelton,hawkinsmary@example.org,2025-09-26,Decorative,114.83,1,114.83,Returned,Ruizshire
f682a712-e4b3-49e2-8e93-f088ca2b6ef2,Patrick Chang,christian30@example.net,2025-06-08,Grocery,48.03,3,144.09,Cancelled,Port Carolbury
75a86d63-ccc5-466d-ade2-730af6c132d0,Kendra Mullen,wellsmiguel@example.com,2025-10-09,Grocery,28.78,4,115.12,On-way,Ortizburgh
39a9a47b-1b17-475d-98d4-212850c7532e,Andrea Hardin,kenglish@example.net,2025-11-18,Grocery,68.56,1,68.56,Cancelled,Ortizport
9206fd63-6472-4a0a-ab6f-eda81b23395c,Caitlin Burns,william57@example.com,2026-01-22,Electronics,846.26,1,846.26,Delivered,Douglasshire
b0c84b84-4b9c-4a1c-af57-c54911683399,Natasha Sanchez,beckerjeffrey@example.com,2025-04-10,Clothing,132.39,2,264.78,On-way,Kaylamouth
56339eb7-9309-4290-b3fb-1ef92f7055bb,Crystal Hendricks,zsanchez@example.org,2025-09-29,Clothing,182.2,4,728.8,Delivered,Marcton
342d5450-06f8-44ef-972b-ec86cc2d34d3,Steven Dawson,randallmiller@example.com,2026-01-18,Clothing,236.71,3,710.13,Returned,Colleenhaven
dc6234e0-516b-4f10-aa6f-f830b9407f12,Faith Arnold,christinemorales@example.com,2025-02-21,Electronics,390.45,3,1171.35,Returned,Jonesside
5a24159b-67bc-4664-9789-7b9c013e55b8,Robert Pearson,scottvickie@example.com,2026-01-15,Grocery,25.61,1,25.61,Delivered,New Melissa
dae943bd-f19e-4abf-9efb-818cbc7f0d9d,Tanner Gutierrez,justin92@example.com,2025-11-29,Electronics,1285.64,1,1285.64,Returned,Mcmillanbury
c6103447-8b68-4248-9c6a-81f30a9136c1,Tyler Choi,williamsgeorge@example.net,2025-11-23,Grocery,56.39,3,169.17000000000002,On-way,Zamorashire
d57cfc4d-738d-4b7c-9b1b-000824e4df3f,Nicholas Jennings,singhcassandra@example.org,2025-10-19,Grocery,52.23,5,261.15,On-way,Lake Jeffreyborough
36cda1c3-bee9-4268-bcac-660206e45383,Sara Hernandez,bennettamber@example.org,2025-04-13,Decorative,170.55,2,341.1,Cancelled,Justinhaven
f16c13bb-c309-4408-811e-bdfadaf6fb63,Samantha Boyd,molly18@example.net,2025-06-26,Clothing,31.57,5,157.85,Cancelled,Matthewmouth
bd43df12-a479-4c70-95ac-b53aa67afbed,James Gray,barberpamela@example.net,2025-06-19,Grocery,74.47,4,297.88,Returned,South Natalie
2b593b9a-aefd-466a-991a-0ffaec5d43a6,Lisa Conner,yward@example.net,2025-08-14,Decorative,783.82,5,3919.1000000000004,Delivered,South Amber
138bddd9-59ff-4520-a73a-9092ab27a575,Ryan Jackson,middletontyler@example.org,2025-11-20,Clothing,293.04,2,586.08,Cancelled,Mooreport
47591b0c-73b4-4a52-a1a3-b42114656d35,Angela Warren,turnerdavid@example.net,2025-10-20,Decorative,349.53,4,1398.12,On-way,East Janetville
593e9d04-34cd-44d2-92c1-57f3cf91fa3e,Erin Wheeler,robertgraham@example.com,2026-01-18,Decorative,331.52,5,1657.6,Delivered,South Julie
102bc386-f949-4ed9-bbc3-f32bc1b72e3a,Ann Ali,freemancharles@example.org,2025-10-28,Grocery,76.82,1,76.82,Cancelled,Smallmouth
37887975-0587-4d07-a623-4e8eae478e9a,Crystal Hanson,tommy85@example.org,2025-07-06,Electronics,294.76,5,1473.8,Returned,Kimberlyland
ad2eac61-433e-473b-9031-792812517f12,Kristina Morris,nhoward@example.org,2025-10-11,Clothing,65.92,2,131.84,Cancelled,West Tabithaland
9350d136-ed2a-465c-82d6-adae72b7e892,Jennifer Bailey,cmunoz@example.net,2025-06-28,Electronics,1724.8,2,3449.6,Delivered,Brandyton
f19a6bf2-1ffc-47c4-92c6-0496833ad31a,Donald Romero,ryancharles@example.org,2025-07-21,Grocery,71.04,2,142.08,Cancelled,Hamiltonshire
21e2f91b-4ef5-48a0-add4-77cfe6f396e7,Alfred Tyler,kochstephen@example.com,2025-10-18,Clothing,75.95,4,303.8,Delivered,Gabrielport
40b4e5ba-1a83-4c44-bdcf-b57505a1fe59,Matthew Hines,powerserica@example.com,2025-07-28,Grocery,39.89,5,199.45,Returned,Brittanyville
a2ed381b-9129-4748-9e21-4d856103fd63,Katherine Hawkins,tiffanylin@example.org,2025-03-29,Decorative,824.35,4,3297.4,Cancelled,North Jennifer
8622e94b-e9ae-4dce-8c5b-57cb04c53e4d,Shawna Pennington,marcia12@example.org,2025-12-30,Clothing,170.53,1,170.53,Delivered,Port Stephen
b7a26390-ef62-47e1-8930-7d2ed62dcda1,Michael Smith,william69@example.com,2025-06-04,Clothing,202.81,1,202.81,Delivered,North Deniseton
84479552-893b-41de-97c4-77ff8cc9ee92,Michael Villarreal,jacksonandrew@example.org,2025-03-07,Clothing,120.68,1,120.68,On-way,Phillipsmouth
3c9ba002-e6c9-47c5-8ad6-e2e8151de0a0,Danielle Dudley,lisafuentes@example.com,2025-07-28,Grocery,74.58,5,372.9,Cancelled,North Chad
af49477a-5a5f-4c27-b608-100ddc6aa4e4,Terry Martinez,lburke@example.com,2025-12-04,Clothing,263.47,1,263.47,On-way,East Christopher
2577c783-d90f-4504-9656-f7d601cd534c,Craig Thomas,sandrapatton@example.org,2025-07-23,Electronics,1615.35,4,6461.4,Cancelled,Terrellfort
d76e81b4-0d48-42b7-aca4-6cdb8d49a94d,Michelle Hickman,ambermendoza@example.net,2026-01-14,Grocery,68.32,3,204.95999999999998,Delivered,New Lindamouth
72d89d3c-8c7c-47c4-ac78-3547b91d0540,Jose Pena,brian81@example.net,2025-12-10,Clothing,251.87,2,503.74,Delivered,East Albertville
62b392ac-cb97-486c-8c49-28d13ef276f5,Theodore Jarvis,garciasara@example.net,2025-12-07,Clothing,32.01,2,64.02,On-way,New Luis
6adbf9a5-3ae6-430c-920b-95a64ae26d59,Amy Clark,zachary07@example.net,2025-10-31,Decorative,876.96,5,4384.8,Returned,West Alan
3c42f0db-4a8d-4683-a3c4-529fe2aa5493,Tracy Young,arnoldstanley@example.net,2025-07-22,Clothing,123.81,3,371.43,Cancelled,Porterland
0f6e848d-3269-4be4-b86c-b05a5eb8e85f,Deborah Johnson,combsjohn@example.net,2025-12-02,Clothing,184.34,1,184.34,Delivered,Beckerfurt
9adf6ca6-7032-4234-abe6-a11d5b15a9f3,Linda Cooley,carrollwalter@example.net,2025-07-22,Decorative,648.83,3,1946.4900000000002,On-way,North Angelaland
2440d0df-3322-484e-a609-6aeff2e69836,Savannah Burns,anthonylopez@example.net,2025-09-03,Clothing,232.48,3,697.4399999999999,Cancelled,Port Wayne
7fbbd2fb-57d5-440f-8f99-1a5f65c4e183,Cassandra Diaz,stuartdylan@example.net,2025-03-12,Electronics,1916.38,2,3832.76,On-way,Juliaborough
38561a19-fefd-4b6e-9f14-906d2811c84b,Michael Bryant,zrobbins@example.com,2025-09-27,Grocery,26.16,3,78.48,On-way,New Alejandraside
01222141-8ad3-4117-84dc-756f52d09a16,David Greene,qsantiago@example.com,2025-07-12,Clothing,66.43,5,332.15000000000003,Cancelled,Bakerside
c0b6c3cd-5a20-4eab-931e-72875d9ea78b,Amanda Gomez,ramirezmichael@example.net,2025-10-22,Electronics,191.25,5,956.25,Delivered,East Wesleyside
bb48c359-d1b9-4159-a535-daedc8be73a2,Daniel Chavez,patriciapowell@example.net,2025-10-21,Grocery,76.46,4,305.84,Cancelled,New George
e1f25f19-66de-462c-b834-7091db91409d,Courtney Erickson,omorgan@example.org,2025-10-31,Electronics,870.49,1,870.49,Delivered,Kariland
2dbf2e39-7aec-4c0d-947f-b2ba7ade588b,Matthew Brooks,jeremyball@example.com,2025-04-06,Decorative,629.83,1,629.83,On-way,East Stevebury
11f1cbed-7d65-4e88-930d-163c4a042414,David Parsons,rodneyking@example.org,2025-08-29,Grocery,12.05,5,60.25,Returned,East Tylertown
05e36257-ef58-4686-b9dc-bccca48a5756,Jenna Reeves,cknapp@example.org,2025-05-09,Grocery,74.8,2,149.6,Cancelled,Stephenchester
5a07f817-b78b-4778-bb73-26b64a72f0ba,Roberto Hughes,abbotttravis@example.com,2025-12-25,Clothing,204.23,2,408.46,Returned,Heathershire
2dfa4437-22ee-485d-ac82-c0c7c74a0098,Wesley Hill,shawnjackson@example.org,2025-04-05,Clothing,130.49,1,130.49,Returned,North Karenfurt
82af72d9-9ff7-46af-8048-44e5b93165b3,Kevin Stuart,zimmermanapril@example.org,2025-10-09,Clothing,198.17,3,594.51,On-way,Brownmouth
c8605d19-f80f-416d-b3c6-40556f9f164f,Garrett Stafford,antonio66@example.net,2025-08-09,Grocery,59.02,5,295.1,Returned,New Amyburgh
9cada9fd-1548-4887-8d9c-303c74b3d6be,Derek Gray,acurtis@example.net,2025-12-05,Clothing,265.55,4,1062.2,Returned,South Christianmouth
f999f867-c709-4627-afd2-ef7dfd232607,Robert Miller,alexanderwalters@example.net,2025-11-29,Clothing,275.51,1,275.51,Cancelled,North Theodoreview
a746bf80-35ef-4a6d-bda0-3dccb0788f71,Lucas Moreno,ecummings@example.org,2025-02-13,Electronics,796.13,1,796.13,Cancelled,Thompsonton
dda37fb3-42f5-4b15-a5c6-fe26cfbbe366,Michael Walker,sharon96@example.net,2025-09-16,Clothing,149.98,3,449.93999999999994,Returned,North Brittanyburgh
69abfa0c-d375-4701-93ca-6eb4274a3a7c,Robert Johnson,danieljones@example.net,2025-10-02,Decorative,348.23,2,696.46,Returned,North Alisonfort
1567c869-91a2-4000-bfac-9fcc393ac900,Misty Taylor,rwhitaker@example.net,2025-10-22,Electronics,661.83,5,3309.15,On-way,New Davidburgh
ddf374a4-6e92-4bce-bf13-dc36d0860240,Denise Mason,gharrison@example.com,2025-02-25,Grocery,69.04,3,207.12,Cancelled,Velasquezland
b1536dbc-785b-4ed6-948b-166544ef814b,Kurt Lopez,staffordjames@example.org,2025-07-01,Electronics,45.79,5,228.95,Cancelled,Murphyberg
391844de-137e-450c-b96c-d316686eed85,Victor Clark,macdonaldwilliam@example.com,2025-02-04,Decorative,967.31,2,1934.62,On-way,East Kathleenbury
e52f861e-349d-499f-9445-8416bdbcdb4d,Gary Morgan,samanthaphillips@example.net,2026-01-20,Electronics,1711.73,1,1711.73,Delivered,Romeroland
8cf962c4-9438-4e41-be74-69cc267b4efd,Jennifer Ramirez,gregory52@example.net,2025-04-26,Grocery,40.05,5,200.25,Cancelled,North Richard
e6f4c871-1aa9-4a8c-bbe5-d730c04448a0,Taylor Dawson,maureen26@example.net,2025-10-15,Clothing,169.96,4,679.84,Returned,Nicholasborough
d855a181-8036-4d51-bd96-ffb315908f31,Megan Guzman,kathrynjackson@example.net,2025-08-24,Electronics,148.19,5,740.95,Delivered,Brendahaven
9203023b-4b29-43de-88b6-8f2576ddd017,Christian Walton,lcook@example.net,2025-11-28,Electronics,927.51,5,4637.55,Returned,Donnaville
d26d52dd-1f30-4ad9-b7d0-4e2dadb05aeb,Mindy Owens,jaimesmith@example.com,2025-06-30,Electronics,401.81,1,401.81,Delivered,New Kimberlyfort
e9e039b4-ae3d-44bf-ae49-9b8a1534c622,Matthew Johnston,brian00@example.com,2025-04-06,Clothing,219.84,4,879.36,Delivered,Michaelland
c8866a1f-db56-467a-99c4-33477e65bc04,Joshua House,adamsamy@example.net,2025-08-19,Clothing,177.89,3,533.67,Cancelled,North Miguel
0bad7028-80e2-4899-bbfb-e9aca41a8b61,Mark Thomas,elizabeth96@example.com,2025-08-03,Grocery,53.38,1,53.38,Returned,South Jamesmouth
6832bd1d-e82d-453e-b2ea-3e22998c758d,Michelle Jacobs,glen10@example.org,2025-10-10,Grocery,40.4,5,202.0,On-way,West Christinaview
93611208-61f4-4920-8734-ef0af82addc2,Mark Fuller,hilltimothy@example.net,2025-05-20,Grocery,29.7,5,148.5,On-way,North Juliefurt
3f3d246b-171c-43bd-95ac-74ce187bd9c2,Olivia Jenkins,uthomas@example.com,2025-12-14,Electronics,789.04,3,2367.12,Delivered,Jamesmouth
56efce97-0be6-4f8b-b593-da0d1f7a4f25,Michelle Avila,yallen@example.com,2026-02-01,Decorative,389.1,5,1945.5,Returned,New Robertfort
6b304516-f547-4976-bbeb-ac9346e2f3d0,Eric Ortega,charles19@example.org,2025-12-06,Electronics,365.03,2,730.06,Cancelled,West William
aba39465-a232-400a-8105-ef95989e5407,Laura Benton,comptonandres@example.org,2026-01-11,Grocery,15.22,3,45.660000000000004,Cancelled,South Joan
eb8bc1c6-be0c-49c1-abbe-08a74e546385,Dana Lee,morenopamela@example.org,2025-11-06,Electronics,399.97,1,399.97,Cancelled,Stephanieview
d28ce978-2375-4f2c-b8c4-b0fd0d734bd7,Marvin Aguilar,angela62@example.net,2025-08-20,Grocery,17.68,5,88.4,Delivered,South Andrewmouth
06269331-09b7-4102-b338-23074802865a,Mark Griffin,danielle63@example.org,2025-02-26,Grocery,41.44,1,41.44,On-way,West Scottborough
41bd8092-89ad-47f3-b728-c7fe129f5e74,Frank Harris,mwalker@example.com,2025-07-17,Electronics,1287.3,3,3861.8999999999996,On-way,East Carrie
730f260c-3884-4a03-be21-59e7336ae2d1,Bethany Myers,moorerick@example.net,2025-05-09,Decorative,870.81,5,4354.049999999999,Delivered,West Jeanette
db556e8c-45c0-4e4f-adea-adc0544f286a,Adam Hopkins,kayla75@example.org,2025-09-16,Decorative,122.22,3,366.65999999999997,Returned,Hawkinsview
7e58d6fa-09f2-4106-a884-20be9551b392,Brenda Huang,vhutchinson@example.org,2025-02-25,Clothing,226.46,3,679.38,Returned,Pattonton
763ab24c-d94f-4e62-b05b-51fc601a79cd,Kevin Soto,hollycabrera@example.org,2025-03-14,Electronics,432.79,4,1731.16,Cancelled,Kennethfort
b3c33ebd-0428-4677-a830-af5b973211bb,Karen Jones,robert48@example.net,2025-04-05,Decorative,846.4,2,1692.8,Returned,Jamiemouth
5e4f76e1-85f5-4cda-bf08-30387ff19daa,Teresa Matthews,doughertyalexandra@example.org,2025-07-30,Clothing,169.01,3,507.03,Delivered,Fletchershire
20c0b1dd-68f9-4aab-9492-48a38f24046e,Philip Randall,larsonkristin@example.net,2025-09-24,Grocery,33.96,1,33.96,Returned,Millerbury
258c1b79-ae20-466d-85ea-ced269b0e993,Patrick Hernandez,rmiranda@example.org,2025-04-12,Decorative,141.38,1,141.38,Returned,Josephhaven
93b37b2e-261f-4bee-b0b1-d9dd3097db96,Walter Gutierrez,tarakoch@example.org,2026-01-11,Grocery,13.02,4,52.08,Cancelled,Longfort
06c34aab-bd34-4897-8ccc-d26285a55752,Vanessa Montoya,nwilliams@example.com,2025-07-10,Decorative,368.11,1,368.11,Returned,North Courtney
b572f779-f2e1-41f9-b8de-687f7fa94509,Douglas Davis,zachary88@example.net,2025-07-20,Decorative,183.48,1,183.48,Cancelled,East Jamesmouth
2d552622-7c57-430b-ac6c-c6c6a5486f0e,Erika Mcdonald,timothy31@example.org,2026-01-31,Decorative,65.92,4,263.68,Returned,Barajasport
0eeeb99c-c67c-49c6-8863-67de22d7a4da,Jill Lopez,syoung@example.net,2025-05-09,Electronics,163.14,1,163.14,Returned,East Meganstad
333e02f4-0329-4bf5-9932-d81b3c84c123,Jennifer Moss,carterrobin@example.com,2025-04-02,Grocery,14.58,4,58.32,Returned,New Alexis
3e2d0342-8f0a-40c0-ad8b-1aa48fc502dc,Steven Cook,mark12@example.com,2025-10-02,Electronics,1901.24,5,9506.2,On-way,Port Michaelland
157f5c1e-aa3d-441c-9807-3068b7ed410a,Michael Vega PhD,joshua76@example.org,2025-07-19,Electronics,669.38,1,669.38,On-way,Lambertside
73bfc9f4-d633-40d9-afd8-581b96108965,Amanda Doyle,daviscarol@example.com,2025-04-27,Electronics,1838.06,4,7352.24,Returned,Mannport
a4e9df14-b37d-425e-b483-06735dc09ee8,Corey Jones,zescobar@example.com,2025-07-23,Electronics,1582.4,2,3164.8,Returned,Marybury
b9ec88e0-adb6-456a-95b8-7793cbd2b6cb,Daniel Williams,mbird@example.com,2025-09-08,Decorative,946.62,2,1893.24,On-way,Adrienneburgh
c4853ac2-3812-47c2-b4ff-6e95d26c9c92,Kevin Dawson,nford@example.org,2026-01-03,Decorative,437.31,3,1311.93,Cancelled,Benitezhaven
78acd55d-ff3d-4a37-8f55-29fa527c515e,Katelyn Mccoy,megancurry@example.org,2025-12-03,Clothing,163.11,3,489.33000000000004,Returned,South Heather
b5bbb716-af90-4981-8a8d-5a6ee88456cf,Frank Montgomery,kevinrodriguez@example.org,2025-06-05,Grocery,37.75,1,37.75,Cancelled,Richardborough
372d50a3-c284-4f55-bf6a-a20fdbc0b886,Rhonda Erickson,ryan36@example.net,2025-12-08,Decorative,641.44,3,1924.3200000000002,Returned,Smithborough
a5c812fe-2a7a-4281-83fb-c341059d9fd1,Deborah Carroll,perezdonald@example.com,2025-09-14,Electronics,931.22,3,2793.66,Delivered,New Melissa
e3a26b2f-4f06-4886-8459-97390e5379eb,Jennifer Zhang,melissa25@example.net,2025-06-15,Clothing,127.57,2,255.14,Cancelled,New James
b02311ee-b295-4d45-be72-5b1ec42e7819,Karen Gonzalez,amanda94@example.com,2025-12-16,Clothing,261.48,1,261.48,Returned,East Erica
57361e1b-a514-49fa-b2bb-573191f68f11,Roy York,whitney04@example.org,2025-08-24,Electronics,1497.76,1,1497.76,Cancelled,Haynestown
ae69249d-c2a2-488b-be26-3f17c64060ff,Janet Nguyen,gloria76@example.net,2025-07-12,Decorative,942.46,4,3769.84,Delivered,East Christinaborough
a8ce7f03-21e1-430f-b5c0-c24b546605ce,Timothy Berry,mgrimes@example.com,2025-05-16,Electronics,594.86,1,594.86,Delivered,Chadview
e70be7cd-edb9-4f13-b747-48c14c71e6a2,Paul Doyle,crystaljohnson@example.org,2025-11-16,Clothing,187.66,3,562.98,On-way,North Charles
3d4b164c-3b1a-4979-b559-9a8d157d9fc9,Sheila Lopez,gsweeney@example.org,2025-06-02,Clothing,193.73,1,193.73,On-way,Port Theresaport
48ae8cbc-d120-4486-a95e-b43f6064042e,Cheryl Wells,ahenderson@example.net,2025-04-25,Electronics,817.39,5,4086.95,On-way,Billyborough
381e38d9-55a0-4eed-a85a-ca2f04b1b4c0,Eric Rodriguez,bpeterson@example.com,2025-12-28,Electronics,185.61,5,928.0500000000001,Cancelled,South James
aaacd2f6-7048-45b1-8098-acc8071c6ed2,Lisa Craig,eperez@example.com,2025-03-21,Electronics,588.63,2,1177.26,On-way,Hernandezhaven
2382e46d-73ed-4334-b3f4-677e1a2da8b2,Jennifer Oneal,kellyrogers@example.org,2026-01-31,Electronics,630.63,1,630.63,Delivered,New Davidmouth
d4bc94be-cd75-4902-a665-df624dbe9afc,Justin Franklin,kwatts@example.org,2025-08-18,Grocery,38.1,5,190.5,Delivered,Stevenstown
bdf1b6e7-eff9-4f5e-bb2e-d7a3fc10c7d1,Tiffany Reid,royjacqueline@example.org,2026-02-03,Grocery,30.17,2,60.34,Cancelled,Perezmouth
d3303b89-2073-4a33-8914-6517a58f9900,Phillip Garcia,jason32@example.org,2025-03-26,Decorative,539.33,2,1078.66,Delivered,Briannaview
7f44bb39-9e9a-43b7-a848-989acfa50cc3,Alexandra Oneill,chelseyhill@example.net,2025-12-27,Decorative,807.02,2,1614.04,Returned,East Tiffany
1036cdd4-589c-4d73-8080-1f2d6243f0eb,Thomas Vega,briannamckee@example.com,2025-10-15,Grocery,27.63,4,110.52,Returned,Port Scottborough
34af53b9-1a62-4214-be98-432e62fb4d4a,Andrea Ayers,stephaniethompson@example.com,2025-11-27,Grocery,44.99,3,134.97,Delivered,New Justinland
38ce9eef-a718-45fe-bbdf-a1a909c94e37,George Hanson,whouston@example.org,2025-06-17,Grocery,40.22,2,80.44,Cancelled,East Emma
c596ca8a-5738-4971-a3d4-de396f82696a,Derrick Nelson,lopezkeith@example.com,2025-10-10,Electronics,95.43,2,190.86,Cancelled,Port Jeanchester
4e6d567c-57ad-4c67-9c81-8fc8acb27d62,Tina Mckinney,jason04@example.net,2025-11-07,Decorative,177.3,5,886.5,On-way,Osborneborough
bf2a6e1c-95cc-4c7e-ac7c-e7f144364fc7,Jonathan Hunt,tashajoseph@example.net,2025-10-17,Grocery,75.27,3,225.81,Delivered,Christinefurt
990b8802-cf04-4daa-bd88-88861e1ebf8c,William Davidson,jessicamckenzie@example.org,2025-04-16,Electronics,1846.93,2,3693.86,Delivered,North Patrick
57e1616d-f40d-4b1f-9c74-534035d94b1a,Natalie Craig,khall@example.net,2025-10-18,Grocery,15.14,4,60.56,Cancelled,Simonhaven
72d49e0e-0aa6-464b-97c4-d25a4bfea3a8,Timothy Clark,crystal53@example.org,2025-02-08,Electronics,96.19,3,288.57,Delivered,Lake Robert
10e8439f-47a8-47ed-a01c-0988c1746f81,Melody Clements,rosetaylor@example.org,2025-09-01,Electronics,964.09,4,3856.36,Cancelled,South Jennifer
a735aa5d-4191-4256-ae5f-fc8c13167c84,Linda Campbell,jeffreyjohnson@example.com,2025-09-13,Grocery,52.78,3,158.34,Delivered,North Erin
ae41f217-eeb7-4253-af83-b2f3a71b8444,Lucas Dennis,ffoster@example.net,2025-11-01,Electronics,1012.71,2,2025.42,Delivered,Deborahville
e0a8304a-468d-47e0-bc39-c8f2e9c2ec79,John Bailey,hannah20@example.net,2025-04-29,Electronics,828.91,5,4144.55,Returned,Lake Michael
370d95a9-43d5-43b7-b32d-3ee1f85e9643,Jim Weaver,dennisdavid@example.net,2025-05-25,Clothing,256.42,1,256.42,Delivered,Maryfurt
370bc711-0988-4aa4-842c-49bb4c23f656,Dennis Brown,ewingallen@example.com,2025-09-26,Decorative,813.5,5,4067.5,Cancelled,Lake Michael
9059b0f0-8680-45fc-b142-06297cf383fc,Deanna Bennett,michaelthompson@example.net,2025-04-24,Grocery,41.55,5,207.75,Cancelled,West Patriciafurt
5baf6554-6b7b-43f5-b54c-feffeb1a271d,Bethany Hunter,norrissarah@example.net,2025-07-22,Grocery,35.11,2,70.22,Returned,New Williamside
d1b86cf4-dba5-4dae-9a22-c2487d541d41,James Mckay,stephen64@example.org,2026-01-07,Electronics,1695.54,4,6782.16,Cancelled,West Laurie
066bf5bd-e290-4dd8-b95f-ade72f89d141,Paula Gonzales,pattersonlynn@example.org,2025-06-27,Electronics,1470.32,3,4410.96,Delivered,Lake Derek
9fbb8bbf-7359-4d2f-a161-bb2df265b6bc,Gary Gutierrez,ymcdowell@example.com,2025-10-10,Grocery,58.41,4,233.64,Returned,Hernandezbury
be80b319-45c2-4e35-b597-30b4623da391,Johnathan Castaneda,jwilliams@example.com,2025-03-19,Grocery,38.27,1,38.27,Cancelled,Wagnertown
ac3d0bc9-ce8c-4567-b0a1-fe99fdf5aefa,Samantha Burch,mendozakenneth@example.net,2025-09-09,Grocery,18.58,4,74.32,Delivered,Darlenestad
14447055-bb24-43c0-8422-4f389f932a75,Thomas Hernandez,watsontina@example.net,2025-03-21,Decorative,710.66,1,710.66,Returned,Amandaville
4ba3ac5b-f145-4efb-a217-16526640dc53,Kimberly Kim,johnsonpatricia@example.net,2025-03-30,Grocery,19.87,3,59.61,Returned,New Lindsey
901a2c50-1135-4a81-9331-3d46ff49ff06,Robert Orr,qowens@example.com,2025-08-20,Electronics,1241.11,1,1241.11,Delivered,Lake Christopher
c3755bf2-4dda-47b0-a20f-26c86f9eeae1,Brian Lee,ashley50@example.net,2025-06-16,Clothing,182.44,5,912.2,Returned,Mendozastad
8770c272-407d-4e00-b94d-2e86590d799e,Tanya Salas,dianejoseph@example.com,2025-02-19,Decorative,791.53,1,791.53,On-way,South Christieburgh
24cce10a-26f0-41b3-9194-78a99b1960e4,Jennifer Rodriguez,kirbyjessica@example.com,2025-04-09,Decorative,766.16,1,766.16,On-way,West Nicolehaven
1b125bf1-1df6-4717-b716-08ae1f4e9608,Maxwell Gonzalez,aduncan@example.com,2025-11-24,Grocery,79.45,2,158.9,Cancelled,Wilsonmouth
